pathway	SRR32507895	SRR32507896	SRR32507898	SRR32507899	SRR32507900	SRR32507901	SRR32507902	SRR32507903	SRR32507904	SRR32507905	SRR32507906	SRR32507907	SRR32507909	SRR32507910	SRR32507911	SRR32507912	SRR32507913	SRR32507914	SRR32507915	SRR32507916	SRR32507917	SRR32507918	SRR32507920	SRR32507921	SRR32507922	SRR32507931	SRR32507932
P381-PWY	7189.809429625284	216.10915434856707	1181.1747150079616	2051.637018367534	4233.749867437964	1793.3470145607516	18010.47864293719	8242.956919072942	6321.047064305284	4687.642531295254	460.26494404596224	883.6902029642187	2806.8731287014098	1391.8201327492693	4742.429389313545	14829.264988015488	5588.821621388941	8556.28248871966	1674.5219596134752	852.2694408037447	704.0535884495675	4107.837236196648	872.9770693759305	5964.270504991837	14062.372527016694	8148.839328366363	7168.567823911664
P4-PWY	25584.989183280144	19646.14930359251	20594.308446577194	27557.796380099713	27467.909872233944	61225.465130624514	45228.57345458411	21878.17285881192	51097.92226467155	34755.88343797155	31630.764030782204	20080.82554693354	35311.655839520936	23771.954306942032	71455.38966697015	40473.07426832234	16272.836233564292	59638.41146108063	19480.774620417043	35555.02701883154	25550.90099377409	19736.88859127971	21263.718332168584	37663.29888557931	38392.79583841949	18799.63698137571	55024.21991121065
P42-PWY	48018.28480386688	54427.82842589267	74706.3001259684	34345.416381740775	121466.1637261068	99760.97499424986	100969.18187487328	83122.6897977988	85513.55591463938	69551.79572530449	92902.77620735309	48701.619561134976	46144.22125337454	90903.09044359087	122729.3956910317	90306.79119132775	65938.48876432398	94301.1763567938	37767.99760375915	87067.30851149901	43122.79913918176	25784.235846514854	94247.13867764072	62477.20571872531	83677.21833625459	68397.94633984013	89762.20606812352
P441-PWY	7616.028554065156	11108.285086199283	3116.3778656249174	8587.394565119115	10355.668650304278	11107.054314176123	7065.480082556322	8919.131372227319	10533.646126592606	12300.284304168363	12028.273900224343	4732.769060045318	7896.69409576687	5916.687864752526	20309.109000318338	6087.923844124042	8668.902559501987	8899.379318781483	8669.608940435022	15652.115081201164	6742.148076802292	5819.031787773014	8733.872864353372	7599.00286881369	7519.85770218746	8650.473339268226	13139.146080489592
P461-PWY	5048.611771958121	4254.998650610607	4238.705831484652	3830.4448490943414	3216.716370934036	20966.56057973811	4293.297370312079	4566.175872386132	9722.077864878558	6594.0169394215245	6846.429241258624	2985.305505248106	6166.154332896943	2001.7822939438158	23250.77382297043	3599.3132542438793	3426.15960181764	14975.009118547901	4660.6473877777835	3625.4579971597395	3606.2059386463934	3939.397298197995	2681.855941542531	15134.09701678299	2431.7222375889264	3109.2499026801797	9188.78799052234
P562-PWY	5216.35290421033	8437.225620836067	5505.792711224551	10158.355142284037	7195.6182834896435	16856.654096697657	7751.910411294205	4757.637696234594	13938.221347795372	7116.2562808215025	14530.163191023552	8944.099074926618	14082.344920817624	8543.407380340273	22478.891719009393	7394.225810232609	3436.121128391111	17076.569568398718	4879.806119715673	14912.183111485549	10856.00389097779	7574.8918054927	7865.140958628926	9614.215103049817	6774.952969015992	4854.888405874163	15352.30309564011
PANTO-PWY	45354.01827784324	53765.49539423257	60839.896800746734	42019.35375783035	90024.08255900355	87146.14166847074	76472.26214869041	61546.153946910206	81609.22041141844	71272.19666884202	86336.39669318021	46336.05358472147	57473.37620816158	65431.879531729704	106669.6804329266	65040.302875891386	47189.134556519144	87538.31474443918	41481.22003278002	87484.67979566722	45200.63051022008	28095.42569179557	71220.4782194593	55569.09952409185	61429.58711510453	48424.724004291296	82806.69236495065
PANTOSYN-PWY	45883.12450573262	55436.49251627481	61508.555999561715	42771.52202689827	92784.72619000777	83901.61057809179	78207.97365322767	62713.8178026031	79139.61842844803	71567.51736341925	89324.95357426644	47727.21447637804	58069.94720940396	67924.4238157921	103224.40303662862	66578.48645861885	47782.42836202959	84569.2841948329	41949.58101631009	90294.42912589847	46884.18142586343	28179.97642464762	74095.88901553559	52890.33285007222	61394.322494342465	48283.26161672856	81287.60117145338
PCPDEG-PWY	2126.3288226606055	1512.6512030974823	2617.2537705631707	395.0976165610004	4165.7676401648605	4950.336378073275	3321.0353298692444	2228.870811672666	6897.095112921304	4015.4222662572047	2112.11900854655	1212.2115067147324	1127.9369123525582	2716.9031141257037	6816.308799804125	2793.1084676067544	1658.7797553857354	10160.738719331506	1439.5837470490214	2125.898121534415	2552.6399244736244	1083.3763699660901	4387.487845985903	4218.129344141732	1976.2775910541231	1104.3114938246022	7954.623887154082
PENTOSE-P-PWY	43819.28688032151	60889.87445256422	63629.74518488916	42212.17968843298	82177.71840090031	92089.38755501021	71860.8151034454	62272.57211163011	82001.50533503608	70814.89924095302	99840.27379411484	51739.91337510979	57817.908195253935	66679.8428360658	113811.31843368956	60081.983789493046	46548.40195408147	89621.61784003777	41884.69013658791	100737.7893794384	49640.513294970275	26745.546847863734	71271.75761805811	57563.67710136332	58810.102492337515	50095.965174405464	88269.70332794245
PEPTIDOGLYCANSYN-PWY	47727.638729767146	58092.6145959014	66208.03768333264	45006.76025171733	92554.29009256104	87824.55062108987	80478.00239834005	66570.94893990658	86937.97704070271	76030.973730828	94869.06810912216	51909.49673209832	61323.541078715476	67747.81277225414	109604.78817579245	68652.53044059231	52035.20351103809	93325.77960289903	45027.1644184626	96941.89806484355	49558.065628269585	31155.208786219082	75407.71530577472	55963.53791493532	63304.30121685984	54396.81493589673	88430.86001015289
PHOSLIPSYN-PWY	61722.85357307621	80889.01388245418	84813.47062269082	56859.69219057678	127471.84190804446	114707.09987508794	105696.10382646964	87552.33550591377	111021.91693774566	99851.05493946969	129571.97627280666	64019.00216027748	77084.9242909974	93597.9441765465	143146.5062759627	89365.28764453816	67270.52394556248	119976.33824092455	59135.98241701387	132699.90279050544	60015.515623812964	40193.04848290155	102351.13963957466	71597.63448790592	83453.60448383405	68877.85634276393	112157.95424138826
POLYAMINSYN3-PWY	21743.77726604029	23381.297001821553	26161.971946913192	18341.163409312587	41215.33930246955	46223.52070724621	46884.37795653184	24353.149226263482	41273.77872247551	33811.64590748278	38912.41716593578	20652.315946550032	22862.366460928562	31668.000226081833	53071.44478915878	39433.96328194047	19059.15941681847	45664.037851954825	19128.59138989357	40954.7426143195	22215.672172784183	11998.299565175734	32738.23602022549	28149.084816069386	38053.10845187703	18948.33622689332	43974.46327356674
POLYAMSYN-PWY	22479.81846199593	23540.104917242694	27252.107091081136	19104.732575421953	43026.83513672907	55670.534556655184	48572.44057567758	24589.82608146331	43404.87555933902	35260.144423383295	39409.765708418294	20979.995920818496	23743.656282058477	32699.1565381603	61105.42220200132	41718.513223344045	19216.081199987064	50273.373925739346	19712.041394201242	41546.634169070756	23162.734348015045	12534.862088815133	33724.16563597822	33515.23556843475	40413.78990074005	19069.16098224935	46030.479186441895
POLYISOPRENSYN-PWY	56709.04679218195	74626.45601687691	77829.78014125719	51232.76476340548	110216.91733839341	80653.50837879241	95499.49550156179	80694.83410200781	94398.50286927374	87622.05990109862	118759.43016176141	61645.77172277076	69434.27771324875	82108.75576353077	102834.79941331883	80800.47974591676	62639.982055592925	95860.51272297898	52343.877555188155	120740.29505711833	58516.426390619636	34759.386826477596	88432.3202675132	51431.864181679615	75010.18198657148	64309.34141754007	93387.01979858089
PPGPPMET-PWY	41831.46515788023	47902.69681252422	58303.55842733385	41444.43623413167	86809.94088754493	78948.06138326856	69764.90885843505	50420.61992206325	76811.61927261484	67879.39069919995	75430.24888144413	42988.04503407795	57080.89507278469	62105.354936698415	101774.84670850458	59200.10626972987	38518.82470962241	83727.0092392706	39447.91967199404	79502.25676730296	46236.2223051717	29555.20116525222	69963.43863696067	49294.90812538685	55752.22240283078	40118.23613325793	80055.86039982113
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	17412.494467145156	24785.770605032154	26341.061083931312	25873.006575662883	43442.32287853899	45335.85446350887	35508.76915233134	23454.066847852955	39822.970983952	29367.360775848592	37522.230882690725	19191.07346336954	36846.831876507546	33470.63672231445	63366.27238276601	29523.47370234385	17924.17662559784	47105.334984904075	17721.762460052538	41831.15888003176	21230.0522084854	13652.990035583412	33678.11166460755	31538.69912982788	27666.938397186754	15225.781466223709	42150.98791955838
PWY-1042	61864.93811006187	72776.18595362504	79388.2328290215	58353.07419463966	122127.25560808223	104247.01315165195	105339.7629011899	99676.23025240093	111536.90457654573	92767.98054385532	116762.68328374671	64595.95816697911	76917.05565251822	93395.5481252151	131331.20301903438	91693.93878399314	79345.9483176756	115036.07313217664	55711.15620957318	117412.56249546827	63180.96096451641	39347.943650423476	99100.21148563639	65972.23262095868	85412.42463228457	83171.17238021236	112237.3932651683
PWY-1269	36694.583704178374	46991.30272524397	41115.75658416524	30751.787867428182	68803.83403298976	38441.17257712889	61558.61399013365	48641.256041786815	50538.884663553305	58266.564431671315	72487.77531100012	33202.692490235284	42888.03773674149	49912.91820272421	49332.2285215257	51085.943943650025	36202.1850891588	50902.11006453592	34280.85028999998	76583.85469122908	32435.195977547002	22467.543834353444	54278.26347021726	24807.03383976614	48349.06754948688	36034.21117250448	51481.792350242766
PWY-1361	11038.022062081503	10756.243786710616	13144.489578879957	7076.26699953823	17307.13075294546	12484.818340519541	16367.719330869992	11415.492165410793	25911.36971911156	17987.16037659577	20194.229204448373	9148.252868247575	11758.716424536098	14050.662307922214	14821.278047418402	13774.90990988677	7037.7852780014855	28364.27129245723	10316.297588190631	23620.687366550006	10845.051347574688	4034.024772018367	12955.396375439812	6539.150513995965	10698.940043920307	7513.758641059593	22294.498169855815
PWY-1422	500.58096793765515	96.88219442021617	0.0	204.3113766816703	459.3703754973596	160.81969976065812	66.6262015350731	430.1415305896854	505.9193728870958	1392.9967906119853	176.26608380848853	54.00205752154881	454.1268461447972	171.93437919829924	2287.6099959166536	176.80694643558783	0.0	1049.6678038115115	196.28716277596908	834.6642062045493	68.28969413081937	305.94784020252047	575.4665722134818	325.5102560239516	163.9136875378143	534.4838630695465	368.8659872787679
PWY-1501	1529.481504191042	1248.106113718877	1811.858373922622	568.5644467411286	3858.3252353492444	4219.836693075801	3028.3978728611833	2356.9331423285867	7648.097687040364	3042.2452016263337	2487.507098936364	1194.9385735538579	2658.8926691670295	3586.905545802511	3245.235442530817	2788.12642134518	1541.4245111843104	6440.040360856352	1613.9540603286114	2525.9687752234418	1754.05427676973	688.3712823896933	3180.77208218539	2165.20589010731	1881.5817982069223	1443.532663549714	7608.9241892946775
PWY-1541	1659.631527437559	3991.7940652984194	2892.3081236932235	5658.779137250966	3862.9282829220697	1066.6558639435418	5142.7480419330695	2686.6528528134013	4318.133500573442	2922.791943137121	5839.091212378611	2373.1599756903242	6144.920948140213	4471.074936467126	1751.990640797085	4168.400591741941	1518.5344282282415	3757.4261578315327	1567.0531871063101	7622.109735977685	4585.929464842134	3130.4296085876085	3698.5878102413308	822.1463207546452	4673.368990047534	1084.961819661931	3975.408854805954
PWY-1622	24184.88819984111	29432.093988795186	37284.00539707757	26055.747627376484	49283.30248774256	58385.89907051558	37767.76171991834	29712.28229339971	51142.8169027021	37855.587476585344	48079.354142890035	28690.175428518294	36445.173447337496	36862.642701351186	69235.66405772173	32098.277144156473	21272.366992296407	53932.48024194082	19521.090569049782	52166.58419815598	29417.551129460884	16828.15070550811	37538.227220592875	35991.68846469369	29791.64899899399	21649.544876777167	53551.03672324105
PWY-181	16560.43054791005	26602.1139512124	34378.98822248089	16920.83100998353	40369.31398757613	37999.360986771826	34781.6680081162	18058.442871023835	30378.518951881986	30931.572759575596	45660.30640952294	24755.591251879116	22196.829867343462	31009.948735647093	35483.081746982614	27896.384761630816	12440.672086636267	37379.72943025926	13921.20947783238	48299.97948269092	25509.390932754974	12139.031087170499	29132.828740735895	22085.412913972235	26529.151322908005	14629.64128526846	29797.116079585125
PWY-1861	11204.993913169694	9805.35923205413	3703.91321993005	6309.53834688571	11973.939575855127	40428.396021039625	10981.986725674491	8512.736841092294	48701.0171087773	15641.407859551378	10118.179971652286	3620.4906751140898	11736.028199772867	11039.616551930689	41318.80673926283	8934.371973032858	6228.690805825406	62115.27466378697	10866.871941932812	12238.753629330085	7188.9514946171785	9672.64281476618	10964.912278797276	24898.407348738383	9778.256543040618	2950.363498634687	51525.98006563349
PWY-1882	1874.06480272529	2942.846369455221	1112.3635929368866	1211.7828240217007	5580.081337171798	2574.7514931045725	3499.6473866333317	2877.307440487596	2294.255816796672	3328.753599234071	5105.269457533012	1689.4166382001445	2635.322654274581	3459.128140712789	1463.4194027580031	3080.284926216339	1723.6895160244164	2789.3497584522643	2045.1975673057718	6715.596991571427	565.0291190800359	1094.9770081247616	3938.074526311182	1995.2331538624676	3329.3085721491916	2051.011491127788	1463.2060458396074
PWY-241	32063.66370191604	39553.74160052415	41858.13475957254	30238.124227567092	69418.84509537468	48212.17776037892	59279.46305080655	42295.69035619047	50610.27826703696	54082.48896099414	64376.73919558546	34445.80035274765	41560.34383933526	51235.40039865375	63664.90885714789	51512.20026473244	31941.181413848324	47798.5655911345	31086.014114237903	64568.37100133795	33682.30259469015	17565.76001901612	56710.57938860413	30666.89259810639	47690.534067473935	31354.875528909917	49877.05045580607
PWY-2941	6744.204749810352	4595.483669129491	2996.9698014113887	5978.6707724864045	6237.286863493869	47831.88540377403	11071.794750430834	9694.50247025331	28278.806293581063	10198.310833095547	9280.880215975862	2326.824909912201	2083.3682053424473	5066.848206676044	51878.073858886244	6758.855246158704	8619.66967856231	38103.65100799927	7228.442817453202	9190.728623469613	2568.491521088119	3627.7259000260224	4136.88096922177	29092.4184449413	8905.611068350778	7879.707476225964	29241.099131266506
PWY-2942	53694.54369936884	66289.96896928405	72903.28294139015	50181.24953653243	109246.83999708887	105277.75381907064	97080.83561533294	76463.92734983376	97592.31246354112	85535.70140257238	108243.8758921999	57283.24601080085	68690.40284050824	80822.61769298906	130839.63947602276	82728.45002226919	59003.257604775055	104340.18657125578	50192.338034875516	110048.31080540136	55401.39656968568	35396.32824771929	88420.69245976838	65629.5224632015	77674.38852518583	61092.686984932494	102364.09638689471
PWY-3001	57086.602936090836	71639.1888034797	78477.31860857052	52699.33993447805	113704.11537200947	106095.95484816063	99159.64666774488	80245.88267403742	101555.54704315534	88916.49669092691	116447.41747068007	63342.392476314795	72314.13204923499	86510.06213823117	128692.42308026619	85040.39527999252	60919.71082086284	106384.83713961398	51558.197965719584	118563.94087215955	62481.68455446169	33460.53725392075	92388.16600338988	64969.92258530569	79859.62201721923	63216.831437680456	105131.36219852426
PWY-3481	229.64390786885758	61.748560754184595	0.0	148.57093490032136	467.8320336121191	2436.209479594294	105.6361110696504	234.42626887275523	462.25037236756873	1234.8926201222823	613.2741258252069	49.78403876304505	474.2301937687376	19.98007812530324	2270.014271171457	69.79135435691306	0.0	1068.578289842368	181.31496135202048	765.8717267674999	61.76097266812548	303.84161249711394	538.1997199419093	1002.6109955733431	0.0	461.80192966605773	222.88562038692754
PWY-3661	5999.549948814834	11879.589272694597	8660.567237270267	18186.677303474495	14475.641874971294	11521.296593606106	17564.83174227455	6452.371617816173	17394.87796717578	10227.73868745717	19637.259620389537	8922.102283096148	18526.29532906148	16475.40419463203	21049.165928889164	16347.244940668488	4123.340934761645	12688.22810392126	6928.953832872821	25242.80378776762	15158.397806981393	11482.725190462692	13917.32584717279	9345.629579133298	15841.396903134786	3909.595706784163	16604.72953960969
PWY-3801	0.0	175.77574890198707	24.531899283957177	122.36235235098063	136.5548442396194	258.40094797275856	931.3452850932435	0.0	18.7172758980057	0.0	550.8202983914331	167.27347656011324	22.336510176547172	777.3210307664028	0.0	41.71751918025173	0.0	0.0	708.7175363001853	1550.750550497187	0.0	0.0	532.7754619893153	0.0	1388.7520293062084	0.0	97.3783390030286
PWY-3841	45315.95543052756	53159.27050005664	59846.27387392513	40829.08846022636	89683.21643055828	91109.76678617024	74739.28435365234	61597.0988883614	83665.54154208496	69819.75791306153	86641.76056810247	46524.13495444374	56202.994931353045	67108.31219627646	113242.53765416934	63806.912241772676	48344.137737141435	90934.59381856483	41642.72589690308	87257.34036624055	46620.708745780175	29147.726702750366	71556.30426187142	57370.64134298126	60943.639490254165	48802.2745093347	86580.89820444035
PWY-3941	332.37220580826596	0.0	0.0	0.0	1759.8210676385265	0.0	0.0	142.6239550669095	17.949096670653987	697.7010392046761	284.8376950120363	0.0	0.0	717.0465112663444	0.0	763.101087040535	213.356749267603	0.0	337.22891421740405	329.9537920045534	0.0	0.0	415.5940490504842	0.0	254.00888912433064	0.0	693.1980632197547
PWY-4321	808.1536054221064	480.7133352770926	516.59406115479	747.3311824641361	767.5938001111128	3612.0951555653064	1009.4268674434694	1256.3198275387135	3185.6286576850202	1567.8491581340725	1192.5221160745452	401.49628439591925	1069.7568088551789	457.11430255405776	5799.704440083943	537.2661874081425	1126.466458832424	2121.877351209433	461.90848998355597	975.4689735522525	460.202789386854	1239.2297200028636	629.7566218801162	2439.382312469287	632.5923573906749	982.5948794890251	2822.579114370318
PWY-4702	732.5804533853775	1958.9935130165325	1126.9516682441638	4252.827396228192	4227.951578429546	1587.4627018068609	1638.4954331989795	1673.6205433772295	3304.1881409699286	1512.0665086371657	4142.722358277176	1834.4906975674019	5697.993973441233	2348.639857999013	504.968675146261	995.3167011023164	1071.390367899372	1347.8072931371644	456.4399735857363	3888.8382972576765	1747.840947173232	1977.285068242975	2936.275512834245	1395.2764955884866	415.34994481124676	816.5062009467708	2436.456293092516
PWY-4722	717.7866124569126	985.2976046927678	393.6046252427501	1294.7717190635692	1189.7820196471766	743.7743698890356	872.6152532998386	736.2538873391487	2483.2073260526777	1391.081411541921	660.5115914345465	1053.5452262758101	2173.903506702456	1466.6031668925366	512.0299178894132	821.2320420425887	416.18868335105543	1395.586946545984	461.76898596980993	1483.1757641669826	1318.716759734314	1266.2059020085885	1115.7680814503885	787.8899566825401	548.7877472810202	566.76694957084	2269.072687274546
PWY-4984	33191.90192878568	41517.01927787419	44016.048736713994	30017.83027139055	67525.4204437273	60555.6544745374	59049.58087642128	43234.01146375602	58318.45820460365	53376.00782583725	67258.45334762523	34957.51401423568	39716.45730940198	49060.92179580944	71083.93034846324	51514.5381681478	32841.316295003504	64449.192582432566	30839.579411669296	70575.87459975216	34262.28050235831	20265.332107631573	53492.29211494821	37163.563301464295	46438.301971669665	31777.240196814557	59369.70520315453
PWY-5005	5408.942045755419	3322.677398539057	3929.2454680011124	4549.1421177178045	7451.775200381159	14093.231128013706	12942.196084036985	5777.677175524779	9623.444595098385	4524.394084468323	5329.276150864826	4271.9267811815	5637.490631577574	5037.541775151849	14773.503274443594	12712.217124893565	4346.960045216103	14047.775151842727	2376.516662692613	3740.5083010932535	3118.960255393442	2319.8214510384487	5799.632368713957	8139.396146918991	11522.926691041872	7589.069632121068	10440.09559179643
PWY-5022	31750.96566505796	37133.7043159841	42320.8479366933	32443.429838853943	56418.13179000462	68904.82578716335	49448.98316091137	39496.54989182266	65716.2943087359	49959.80341878412	62881.502494196466	35228.47135927991	45238.948510139584	41476.32894612561	85986.51039327083	40894.1421357834	31229.004659730508	70628.47142704742	28181.34924525862	63324.59454119383	29845.408677615094	23247.067737747984	44147.744088364445	41957.81605490776	37618.59871239438	29995.0828449492	67493.960075172
PWY-5028	21535.416215074594	33262.357725158596	35742.26170234434	23247.56611839249	45750.39746543218	40687.67357911691	42701.73764469738	23315.34507091812	42050.30829182025	34273.61722398078	52587.29256241758	28473.72246841182	35237.763696527574	34097.126048675076	53505.06305248511	36029.58308754878	18538.18912137261	45321.605388946904	19887.753574140588	55730.41795707854	31433.53526090286	16097.53419981881	35733.63306059553	26723.865712712985	31951.455630149845	17795.392776015186	41792.73245327591
PWY-5030	14615.584591948897	25817.326458748375	31442.155462321807	14096.247783105637	33425.82322602626	15492.635890429805	28533.48840742791	23263.423354517447	23673.033917022858	23082.570610350256	46424.32329519474	21679.143105973904	18896.083108294657	24846.579061253065	18011.540301743906	26266.15183694038	19657.26176372612	21818.99060436678	14032.359153263991	47996.56134759023	20765.406698110743	8809.603875951234	28457.260743078692	9335.098959448187	20665.810412777875	19686.850640981742	20901.23253688191
PWY-5055	154.68370594215116	0.0	0.0	0.0	0.0	0.0	532.052216102747	231.2949413599012	0.0	0.0	0.0	0.0	0.0	74.83752416294313	0.0	728.5008317796826	119.34329797250179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	596.2318231902306	155.72951904770616	0.0
PWY-5062	195.65016082645627	0.0	0.0	0.0	0.0	0.0	555.2135745384116	310.32887484754605	0.0	0.0	0.0	0.0	0.0	120.2240974512238	0.0	563.1265626117231	166.78000125879967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	620.098687980282	227.92122931387283	0.0
PWY-5067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6598524703973263	0.0	0.0	0.0	26.9830661933737	0.0	11.333382351752476	0.0	0.0
PWY-5097	52113.971724079194	64297.30600246013	70834.75515543099	48718.01186890381	106322.84782437455	98277.83519031404	93303.6092506558	74416.09203609994	94277.45173491166	83094.05576686638	104709.13137219186	55146.73425950149	66278.8210941784	78355.15491017628	123213.72387803506	79738.3266936555	57350.44213414258	100511.40552328019	48951.23690434359	106515.96678313268	53357.62524812367	34297.19205123169	85920.39553779211	61639.54955771303	74541.616459116	59400.079668151804	98552.16836737728
PWY-5100	17127.72813336972	13643.362669841199	15361.032498115044	10936.096264410284	23810.146161099987	41473.61272888227	30416.92160340444	25387.879671075047	29258.047059428493	22954.95919378692	23477.764691906676	10373.63255774642	12023.963657187476	19370.271816760676	51640.279471357375	25622.799726671976	22612.746135287125	23210.77893762028	14117.80302470347	22038.017405817576	9021.025407771378	8639.200836217326	20502.36588220071	23378.814470291414	25796.995003847573	25797.228921043883	22238.290972032486
PWY-5101	1490.212319434247	983.4648332574853	160.33768322851256	382.6613692791986	597.0615994254816	47.9887414639315	452.03247516879804	2902.7259516697122	170.85685049512813	1313.7174940806656	1878.0735620593512	460.37961985319225	678.0223124967448	805.0749989623877	212.81435616540702	1747.3424023776324	949.791717806185	302.56090940533727	537.3315737455074	1532.3080261032617	92.93334433927336	0.0	851.3719847730725	122.88032248945318	83.95919260566903	1371.0852646861115	460.99039446233144
PWY-5103	57081.65125186078	67432.51131721462	76321.70658369391	52603.57980093205	116275.63637555936	100104.13116014117	99146.71229941685	79167.39711884936	98800.50511219783	87738.90718006845	107055.69234175136	64232.202591152054	71233.47220162318	89033.54333549824	119145.19479628127	86409.5785623706	60097.37262346274	101954.01340661578	50703.58984796496	109272.9268365905	62381.86134801603	31792.837836658757	95168.39137515245	60931.176409915024	81629.07645572921	61568.155139642084	102603.13628953829
PWY-5104	5209.845014713888	3777.4225019376795	2773.5445859598576	354.6881946637948	25849.553267831758	10100.926046454168	16204.607800580006	20219.457752989336	4968.29706929234	4123.154310415338	9966.836472960404	1525.9387814179731	3513.6667180917166	19867.17000132767	18914.08729900399	16017.992536353373	18783.46821450072	1565.680723121888	4029.4612898368373	4722.215343618337	1214.4856920229338	2217.9500018881954	17953.256179770327	8163.807247571866	13421.843646419164	17438.44595629212	6676.285384073754
PWY-5109	0.0	131.023312716444	0.0	0.0	1074.0419641395324	93.65825383247213	318.2326508356325	273.5621651347039	247.69983831457196	0.0	236.55607554292715	49.65963385943625	19.968112791302435	1070.1665755090598	0.0	0.0	96.92238740731402	94.86985699679023	0.0	276.3396233370543	0.0	0.0	600.1741519379018	9.977401249454152	374.6585591467975	0.0	0.0
PWY-5121	45136.65982845745	55082.48548602217	64919.36444579316	38686.274483856425	90163.37456865751	79277.39564908741	75697.01630800025	66393.35474270422	82259.03489001225	70637.14945690773	87351.0658300989	51129.80344327257	51125.94379048299	65850.30297184341	99443.50605696045	64150.66442518881	50291.18541520034	86407.34640305387	41981.78384769183	89836.27439897244	45132.733221758244	24351.660554028997	70549.35781063348	51057.74260156376	59493.29083026846	52115.754897354775	81463.19969710014
PWY-5129	237.31485604115846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212.31528608746947	0.0	0.0	169.3009203780122	0.0	138.1041057137907	0.0	436.52440249340265	0.0	22.243753818845715	0.0	0.0	4.468008225715545	0.0	205.37557113921878	0.0	0.0
PWY-5130	30368.170191522757	37253.02661862431	41047.49934611068	29556.61996681941	59387.7521832506	64596.96053808671	56134.864190940425	39634.62302197842	44598.7356369922	44226.677209467794	67505.17237516123	32452.08396600388	38608.33328290068	46496.83181950181	78333.87771327204	49811.704475391285	29967.174946758405	44628.000933753254	27081.543935031303	66162.64716721597	33564.46397859749	17721.338497449484	52293.81304029964	38792.15401901408	46676.40382549257	33936.48231644287	43745.27129667233
PWY-5136	72662.87212313	87626.1124904957	113764.91993309416	60330.06455132951	143767.66612750004	148222.95964519985	138288.73611920755	86511.59457384888	134091.9160365666	112221.66018340542	151002.3945552966	79926.81451312594	90672.92242044999	105372.22811207976	176172.76462107353	120137.54180825596	68655.88943302266	152179.51443924505	62062.7510281247	149435.47926137454	83624.6324459112	39436.05562223773	112110.79788554925	91995.48044106578	109127.23418694008	63672.74763086446	137938.81397014344
PWY-5138	16719.055283569807	18321.94360175376	22677.34643537478	16962.503904430054	30389.665392085502	47992.50529973624	32881.28486308209	18554.703285890133	35173.66718486888	24030.19080572893	29800.634874583466	16810.56927824654	26322.24999451978	22523.08785926994	63774.662768607704	27516.431125073323	14566.993482909196	40828.33708685699	15943.564861949002	28204.352409272542	17666.496781754013	13780.8478890544	21932.25037755706	29837.248745936697	26373.791994216466	15645.282648184822	43861.9025832336
PWY-5154	44430.66017612535	60968.4831091732	64444.099198271564	42689.2605903604	85527.84669236075	80843.62390344439	75575.62977566138	54794.13353690706	76683.00874818281	67880.83162651288	100295.1692166258	47595.591455436355	56437.306340822775	65397.31961735327	93781.80650577306	63513.9508608897	42242.53757511606	86313.3612106724	38274.88501522267	103489.5726358246	50204.69885980687	27520.705201794448	67144.76287814748	47825.35638871978	59569.867256973885	41895.98812669455	82719.2847712696
PWY-5178	357.4370921164501	477.1718025397297	3545.69644862696	29.640752617514817	4000.295495071407	7796.167210179824	4190.932031850251	1577.5762046479704	1099.4266509894792	1331.2294443462665	241.99339969440302	1629.4858907022483	0.0	3879.3155639439606	11723.870410766282	3412.6269079256604	934.0215333543875	2917.2505979828375	600.1707249277504	416.1348193215826	3486.404177658769	233.35791451285544	4184.998283602648	4721.462051983918	3590.593702432065	803.9476972251764	1925.092544049645
PWY-5179	342.0506550123862	0.0	0.0	0.0	512.1726178695403	50.91330080854864	3730.13071005443	1396.543694399822	71.75479285746596	1160.2033845145947	300.9734928808611	0.0	0.0	901.7390245518928	0.0	3403.561279079158	1315.7649171700273	424.3511964564074	88.89445993264685	0.0	116.35615058549114	0.0	1057.1019646715367	202.18430172112033	2294.101686075673	938.7085720807765	0.0
PWY-5180	8880.48014643453	11276.50321636701	18960.984592817345	8739.649106315443	21449.46844557016	29390.76147926616	19563.952478125964	10191.724698847047	17353.570479488157	13096.3374687797	20202.39164597248	13005.452477238045	11922.959354652608	16816.358835472314	38729.84389282285	14766.106801655867	7335.090142235558	18875.066227451516	7398.789207886462	20544.255450539877	15268.77790659296	6812.329591203489	16560.48522028821	20436.57586476447	14482.286908995546	7049.034550627887	17666.150940391108
PWY-5181	6612.711210747951	9585.999281680626	11766.268180390452	6603.713910934995	16267.64299093817	8553.812534087963	12580.719885498178	7752.9733283663145	10435.171341118801	11150.168710562546	17514.261795828435	8382.312148350029	9446.358763270156	12676.85016687479	2752.305634924125	9948.682823596993	5596.918454021954	14551.703588311424	5865.567960552079	20005.084854258464	9511.39822786233	3921.361851107164	12208.609698860499	8068.599279451967	11561.211015279347	5563.1416007720245	10993.255198344128
